id,microchip,species,sex,size,potentDangerous,neighborhood
678191801018-FHPF,97810108191876,Felino,Hembra,Pequeño,false,USAQUEN
212339100230-CMPF,900032001933212,Canino,Macho,Pequeño,false,USAQUEN
369700000311-CMMF,900113000007963,Canino,Macho,Mediano,false,USAQUEN
216900000311-CMPF,900113000009612,Canino,Macho,Pequeño,false,USAQUEN
187592000311-CMGF,900113000295781,Canino,Macho,Grande,false,USAQUEN
487592000311-CMGF,900113000295784,Canino,Macho,Grande,false,USAQUEN
709592000311-CHMGF,900113000295907,Canino,Hembra,MuyGrande,false,USAQUEN
909592000311-CHGF,900113000295909,Canino,Hembra,Grande,false,USAQUEN
719592000311-CHMF,900113000295917,Canino,Hembra,Mediano,false,USAQUEN
919592000311-CMMGF,900113000295919,Canino,Macho,MuyGrande,false,USAQUEN
029592000311-CHPF,900113000295920,Canino,Hembra,Pequeño,false,USAQUEN
929592000311-CHPF,900113000295929,Canino,Hembra,Pequeño,false,USAQUEN
269592000311-CMMIF,900113000295962,Canino,Macho,Miniatura,false,USAQUEN
515224000311-CMMF,900113000422515,Canino,Macho,Mediano,false,USAQUEN
165224000311-CMGF,900113000422561,Canino,Macho,Grande,false,USAQUEN
975224000311-CHMIF,900113000422579,Canino,Hembra,Miniatura,false,USAQUEN
044744000311-CMGF,900113000447440,Canino,Macho,Grande,false,USAQUEN
874214000811-CHGF,900118000412478,Canino,Hembra,Grande,false,USAQUEN
988775000461-CMGF,900164000577889,Canino,Macho,Grande,false,USAQUEN
216912100461-CHPF,900164001219612,Canino,Hembra,Pequeño,false,USAQUEN
154742000052-CHMF,900250000247451,Canino,Hembra,Mediano,false,USAQUEN
854742000052-FMPF,900250000247458,Felino,Macho,Pequeño,false,USAQUEN
764742000052-CHGF,900250000247467,Canino,Hembra,Grande,false,USAQUEN
787742000052-CHMF,900250000247787,Canino,Hembra,Mediano,false,USAQUEN
215962000052-CHGF,900250000269512,Canino,Hembra,Grande,false,USAQUEN
658192000052-CMGF,900250000291856,Canino,Macho,Grande,false,USAQUEN
238314000052-CHMF,900250000413832,Canino,Hembra,Mediano,false,USAQUEN
711184000052-FHMF,900250000481117,Felino,Hembra,Mediano,false,USAQUEN
321184000052-FHMIF,900250000481123,Felino,Hembra,Miniatura,false,USAQUEN
881184000052-CHMF,900250000481188,Canino,Hembra,Mediano,false,USAQUEN
452184000052-CHMF,900250000481254,Canino,Hembra,Mediano,false,USAQUEN
162184000052-CMGT,900250000481261,Canino,Macho,Grande,true,USAQUEN
454184000052-CMMT,900250000481454,Canino,Macho,Mediano,true,USAQUEN
374184000052-CHPF,900250000481473,Canino,Hembra,Pequeño,false,USAQUEN
484184000052-CMMF,900250000481484,Canino,Macho,Mediano,false,USAQUEN
884184000052-CHMF,900250000481488,Canino,Hembra,Mediano,false,USAQUEN
005184000052-FHPF,900250000481500,Felino,Hembra,Pequeño,false,USAQUEN
205184000052-FMGF,900250000481502,Felino,Macho,Grande,false,USAQUEN
575184000052-CHGT,900250000481575,Canino,Hembra,Grande,true,USAQUEN
975184000052-CMMF,900250000481579,Canino,Macho,Mediano,false,USAQUEN
285184000052-CHMF,900250000481582,Canino,Hembra,Mediano,false,USAQUEN
385184000052-CHMF,900250000481583,Canino,Hembra,Mediano,false,USAQUEN
785184000052-CMMF,900250000481587,Canino,Macho,Mediano,false,USAQUEN
095184000052-CMPF,900250000481590,Canino,Macho,Pequeño,false,USAQUEN
576184000052-CMMF,900250000481675,Canino,Macho,Mediano,false,USAQUEN
718184000052-CHMT,900250000481817,Canino,Hembra,Mediano,true,USAQUEN
438184000052-CHMF,900250000481834,Canino,Hembra,Mediano,false,USAQUEN
538184000052-CMMIF,900250000481835,Canino,Macho,Miniatura,false,USAQUEN
938184000052-FMPF,900250000481839,Felino,Macho,Pequeño,false,USAQUEN
348184000052-CHMF,900250000481843,Canino,Hembra,Mediano,false,USAQUEN
748184000052-CHGT,900250000481847,Canino,Hembra,Grande,true,USAQUEN
358184000052-CMMF,900250000481853,Canino,Macho,Mediano,false,USAQUEN
659184000052-CMMF,900250000481956,Canino,Macho,Mediano,false,USAQUEN
561284000052-CHGF,900250000482165,Canino,Hembra,Grande,false,USAQUEN
742284000052-CMMF,900250000482247,Canino,Macho,Mediano,false,USAQUEN
563284000052-FHMF,900250000482365,Felino,Hembra,Mediano,false,USAQUEN
073284000052-CMPF,900250000482370,Canino,Macho,Pequeño,false,USAQUEN
364284000052-CMGF,900250000482463,Canino,Macho,Grande,false,USAQUEN
984284000052-CHGF,900250000482489,Canino,Hembra,Grande,false,USAQUEN
494284000052-CMPF,900250000482494,Canino,Macho,Pequeño,false,USAQUEN
594284000052-CMMF,900250000482495,Canino,Macho,Mediano,false,USAQUEN
694284000052-CHGF,900250000482496,Canino,Hembra,Grande,false,USAQUEN
105284000052-CHPF,900250000482501,Canino,Hembra,Pequeño,false,USAQUEN
205284000052-CHMT,900250000482502,Canino,Hembra,Mediano,true,USAQUEN
505284000052-CMMF,900250000482505,Canino,Macho,Mediano,false,USAQUEN
705284000052-CMPF,900250000482507,Canino,Macho,Pequeño,false,USAQUEN
905284000052-CMPF,900250000482509,Canino,Macho,Pequeño,false,USAQUEN
215284000052-CMMIT,900250000482512,Canino,Macho,Miniatura,true,USAQUEN
495284000052-CMMIF,900250000482594,Canino,Macho,Miniatura,false,USAQUEN
316284000052-CMMIF,900250000482613,Canino,Macho,Miniatura,false,USAQUEN
716284000052-CHMIF,900250000482617,Canino,Hembra,Miniatura,false,USAQUEN
996284000052-FMGF,900250000482699,Felino,Macho,Grande,false,USAQUEN
507284000052-FHMF,900250000482705,Felino,Hembra,Mediano,false,USAQUEN
267284000052-CMPF,900250000482762,Canino,Macho,Pequeño,false,USAQUEN
767284000052-CHMF,900250000482767,Canino,Hembra,Mediano,false,USAQUEN
077284000052-CHPF,900250000482770,Canino,Hembra,Pequeño,false,USAQUEN
848284000052-FMGF,900250000482848,Felino,Macho,Grande,false,USAQUEN
368284000052-CMPF,900250000482863,Canino,Macho,Pequeño,false,USAQUEN
798284000052-CHPF,900250000482897,Canino,Hembra,Pequeño,false,USAQUEN
901695000052-CHGT,900250000596109,Canino,Hembra,Grande,true,USAQUEN
041695000052-CHMF,900250000596140,Canino,Hembra,Mediano,false,USAQUEN
141695000052-CMMF,900250000596141,Canino,Macho,Mediano,false,USAQUEN
241695000052-CHMIF,900250000596142,Canino,Hembra,Miniatura,false,USAQUEN
341695000052-CMGF,900250000596143,Canino,Macho,Grande,false,USAQUEN
441695000052-CHPF,900250000596144,Canino,Hembra,Pequeño,false,USAQUEN
541695000052-CMGF,900250000596145,Canino,Macho,Grande,false,USAQUEN
641695000052-CHMF,900250000596146,Canino,Hembra,Mediano,false,USAQUEN
741695000052-CHMF,900250000596147,Canino,Hembra,Mediano,false,USAQUEN
841695000052-CHMT,900250000596148,Canino,Hembra,Mediano,true,USAQUEN
941695000052-CMMF,900250000596149,Canino,Macho,Mediano,false,USAQUEN
051695000052-CHPF,900250000596150,Canino,Hembra,Pequeño,false,USAQUEN
151695000052-CMMF,900250000596151,Canino,Macho,Mediano,false,USAQUEN
251695000052-CMGF,900250000596152,Canino,Macho,Grande,false,USAQUEN
351695000052-CHGF,900250000596153,Canino,Hembra,Grande,false,USAQUEN
451695000052-CHMF,900250000596154,Canino,Hembra,Mediano,false,USAQUEN
551695000052-CHGF,900250000596155,Canino,Hembra,Grande,false,USAQUEN
651695000052-CHGF,900250000596156,Canino,Hembra,Grande,false,USAQUEN
751695000052-CMPF,900250000596157,Canino,Macho,Pequeño,false,USAQUEN
851695000052-CMMF,900250000596158,Canino,Macho,Mediano,false,USAQUEN
061695000052-CHPF,900250000596160,Canino,Hembra,Pequeño,false,USAQUEN
361695000052-CMPF,900250000596163,Canino,Macho,Pequeño,false,USAQUEN
561695000052-CHGF,900250000596165,Canino,Hembra,Grande,false,USAQUEN
661695000052-CMPF,900250000596166,Canino,Macho,Pequeño,false,USAQUEN
761695000052-CHMF,900250000596167,Canino,Hembra,Mediano,false,USAQUEN
861695000052-CMPF,900250000596168,Canino,Macho,Pequeño,false,USAQUEN
961695000052-CMPF,900250000596169,Canino,Macho,Pequeño,false,USAQUEN
071695000052-CHMF,900250000596170,Canino,Hembra,Mediano,false,USAQUEN
171695000052-CMPF,900250000596171,Canino,Macho,Pequeño,false,USAQUEN
271695000052-CMPF,900250000596172,Canino,Macho,Pequeño,false,USAQUEN
471695000052-CHGF,900250000596174,Canino,Hembra,Grande,false,USAQUEN
571695000052-CHMF,900250000596175,Canino,Hembra,Mediano,false,USAQUEN
671695000052-CHPF,900250000596176,Canino,Hembra,Pequeño,false,USAQUEN
082695000052-CMPF,900250000596280,Canino,Macho,Pequeño,false,USAQUEN
182695000052-CHMF,900250000596281,Canino,Hembra,Mediano,false,USAQUEN
282695000052-CMGF,900250000596282,Canino,Macho,Grande,false,USAQUEN
382695000052-FHPF,900250000596283,Felino,Hembra,Pequeño,false,USAQUEN
482695000052-CMMF,900250000596284,Canino,Macho,Mediano,false,USAQUEN
582695000052-CHMF,900250000596285,Canino,Hembra,Mediano,false,USAQUEN
682695000052-CMPF,900250000596286,Canino,Macho,Pequeño,false,USAQUEN
782695000052-CMGF,900250000596287,Canino,Macho,Grande,false,USAQUEN
882695000052-CMGF,900250000596288,Canino,Macho,Grande,false,USAQUEN
982695000052-CHMF,900250000596289,Canino,Hembra,Mediano,false,USAQUEN
092695000052-CMMF,900250000596290,Canino,Macho,Mediano,false,USAQUEN
192695000052-CMPF,900250000596291,Canino,Macho,Pequeño,false,USAQUEN
392695000052-CMMT,900250000596293,Canino,Macho,Mediano,true,USAQUEN
492695000052-FHMF,900250000596294,Felino,Hembra,Mediano,false,USAQUEN
592695000052-CHMF,900250000596295,Canino,Hembra,Mediano,false,USAQUEN
692695000052-CHGF,900250000596296,Canino,Hembra,Grande,false,USAQUEN
792695000052-CMMF,900250000596297,Canino,Macho,Mediano,false,USAQUEN
892695000052-CMGF,900250000596298,Canino,Macho,Grande,false,USAQUEN
992695000052-CMMF,900250000596299,Canino,Macho,Mediano,false,USAQUEN
004695000052-FHPF,900250000596400,Felino,Hembra,Pequeño,false,USAQUEN
104695000052-CHPF,900250000596401,Canino,Hembra,Pequeño,false,USAQUEN
204695000052-CMGT,900250000596402,Canino,Macho,Grande,true,USAQUEN
304695000052-CHPF,900250000596403,Canino,Hembra,Pequeño,false,USAQUEN	
504695000052-CHGT,900250000596405,Canino,Hembra,Grande,true,USAQUEN
704695000052-FMMF,900250000596407,Felino,Macho,Mediano,false,USAQUEN
904695000052-FHPF,900250000596409,Felino,Hembra,Pequeño,false,USAQUEN
114695000052-CHGF,900250000596411,Canino,Hembra,Grande,false,USAQUEN
214695000052-CHPF,900250000596412,Canino,Hembra,Pequeño,false,USAQUEN
314695000052-CHPF,900250000596413,Canino,Hembra,Pequeño,false,USAQUEN
414695000052-CHMF,900250000596414,Canino,Hembra,Mediano,false,USAQUEN
514695000052-FMPF,900250000596415,Felino,Macho,Pequeño,false,USAQUEN
614695000052-CHPF,900250000596416,Canino,Hembra,Pequeño,false,USAQUEN
714695000052-CMMT,900250000596417,Canino,Macho,Mediano,true,USAQUEN
914695000052-CHPF,900250000596419,Canino,Hembra,Pequeño,false,USAQUEN
544695000052-FMPF,900250000596445,Felino,Macho,Pequeño,false,USAQUEN
844695000052-FHPF,900250000596448,Felino,Hembra,Pequeño,false,USAQUEN
254695000052-CMGF,900250000596452,Canino,Macho,Grande,false,USAQUEN
354695000052-FMMF,900250000596453,Felino,Macho,Mediano,false,USAQUEN
754695000052-FHMF,900250000596457,Felino,Hembra,Mediano,false,USAQUEN
084695000052-CMPF,900250000596480,Canino,Macho,Pequeño,false,USAQUEN
284695000052-CHMF,900250000596482,Canino,Hembra,Mediano,false,USAQUEN
384695000052-CHMF,900250000596483,Canino,Hembra,Mediano,false,USAQUEN
584695000052-CHMT,900250000596485,Canino,Hembra,Mediano,true,USAQUEN
684695000052-FMPF,900250000596486,Felino,Macho,Pequeño,false,USAQUEN
784695000052-CHPF,900250000596487,Canino,Hembra,Pequeño,false,USAQUEN
884695000052-FMPF,900250000596488,Felino,Macho,Pequeño,false,USAQUEN
984695000052-CMPF,900250000596489,Canino,Macho,Pequeño,false,USAQUEN
094695000052-CHMF,900250000596490,Canino,Hembra,Mediano,false,USAQUEN
194695000052-CMMF,900250000596491,Canino,Macho,Mediano,false,USAQUEN
294695000052-CMPF,900250000596492,Canino,Macho,Pequeño,false,USAQUEN
394695000052-CMPF,900250000596493,Canino,Macho,Pequeño,false,USAQUEN
494695000052-CMPF,900250000596494,Canino,Macho,Pequeño,false,USAQUEN
694695000052-CMGT,900250000596496,Canino,Macho,Grande,true,USAQUEN
794695000052-FHPT,900250000596497,Felino,Hembra,Pequeño,true,USAQUEN
894695000052-CMMF,900250000596498,Canino,Macho,Mediano,false,USAQUEN
994695000052-CMPF,900250000596499,Canino,Macho,Pequeño,false,USAQUEN
067695000052-CMGF,900250000596760,Canino,Macho,Grande,false,USAQUEN
167695000052-CMMF,900250000596761,Canino,Macho,Mediano,false,USAQUEN
267695000052-CHGT,900250000596762,Canino,Hembra,Grande,true,USAQUEN
367695000052-CHPF,900250000596763,Canino,Hembra,Pequeño,false,USAQUEN
467695000052-CMPF,900250000596764,Canino,Macho,Pequeño,false,USAQUEN
567695000052-CHPF,900250000596765,Canino,Hembra,Pequeño,false,USAQUEN
667695000052-CMGF,900250000596766,Canino,Macho,Grande,false,USAQUEN
767695000052-CHPF,900250000596767,Canino,Hembra,Pequeño,false,USAQUEN
867695000052-CMPF,900250000596768,Canino,Macho,Pequeño,false,USAQUEN
967695000052-CMMF,900250000596769,Canino,Macho,Mediano,false,USAQUEN
077695000052-CMPF,900250000596770,Canino,Macho,Pequeño,false,USAQUEN
177695000052-CHMIF,900250000596771,Canino,Hembra,Miniatura,false,USAQUEN
277695000052-FHPF,900250000596772,Felino,Hembra,Pequeño,false,USAQUEN
377695000052-FMPF,900250000596773,Felino,Macho,Pequeño,false,USAQUEN
477695000052-CHMIF,900250000596774,Canino,Hembra,Miniatura,false,USAQUEN
577695000052-CHPF,900250000596775,Canino,Hembra,Pequeño,false,USAQUEN
677695000052-CHPF,900250000596776,Canino,Hembra,Pequeño,false,USAQUEN
977695000052-CHGF,900250000596779,Canino,Hembra,Grande,false,USAQUEN
509695000052-CHMF,900250000596905,Canino,Hembra,Mediano,false,USAQUEN
709695000052-CMPF,900250000596907,Canino,Macho,Pequeño,false,USAQUEN
039695000052-FMMIF,900250000596930,Felino,Macho,Miniatura,false,USAQUEN
339695000052-CMGT,900250000596933,Canino,Macho,Grande,true,USAQUEN
539695000052-FMMIF,900250000596935,Felino,Macho,Miniatura,false,USAQUEN
739695000052-CHMF,900250000596937,Canino,Hembra,Mediano,false,USAQUEN
124795000052-CHPF,900250000597421,Canino,Hembra,Pequeño,false,USAQUEN
984795000052-CMMF,900250000597489,Canino,Macho,Mediano,false,USAQUEN
326795000052-CMMIF,900250000597623,Canino,Macho,Miniatura,false,USAQUEN
036795000052-CMMIF,900250000597630,Canino,Macho,Miniatura,false,USAQUEN
246795000052-FMMIF,900250000597642,Felino,Macho,Miniatura,false,USAQUEN
456795000052-CHMIF,900250000597654,Canino,Hembra,Miniatura,false,USAQUEN
588795000052-CHPF,900250000597885,Canino,Hembra,Pequeño,false,USAQUEN
449795000052-FHMF,900250000597944,Felino,Hembra,Mediano,false,USAQUEN
649795000052-CHMIF,900250000597946,Canino,Hembra,Miniatura,false,USAQUEN
059795000052-FMMF,900250000597950,Felino,Macho,Mediano,false,USAQUEN
259795000052-FMPF,900250000597952,Felino,Macho,Pequeño,false,USAQUEN
900895000052-CHPF,900250000598009,Canino,Hembra,Pequeño,false,USAQUEN
051895000052-CMGF,900250000598150,Canino,Macho,Grande,false,USAQUEN
162895000052-FHPF,900250000598261,Felino,Hembra,Pequeño,false,USAQUEN
313895000052-CMGF,900250000598313,Canino,Macho,Grande,false,USAQUEN
713895000052-CMGT,900250000598317,Canino,Macho,Grande,true,USAQUEN
306895000052-CMMF,900250000598603,Canino,Macho,Mediano,false,USAQUEN
337895000052-FHMF,900250000598733,Felino,Hembra,Mediano,false,USAQUEN
389895000052-CHMF,900250000598983,Canino,Hembra,Mediano,false,USAQUEN
489895000052-CHPF,900250000598984,Canino,Hembra,Pequeño,false,USAQUEN
989895000052-CMMF,900250000598989,Canino,Macho,Mediano,false,USAQUEN
299895000052-CMGF,900250000598992,Canino,Macho,Grande,false,USAQUEN
499895000052-CMGF,900250000598994,Canino,Macho,Grande,false,USAQUEN
599895000052-CHMIF,900250000598995,Canino,Hembra,Miniatura,false,USAQUEN
202995000052-CHPF,900250000599202,Canino,Hembra,Pequeño,false,USAQUEN
402995000052-CHPF,900250000599204,Canino,Hembra,Pequeño,false,USAQUEN
502995000052-CHMIF,900250000599205,Canino,Hembra,Miniatura,false,USAQUEN
902995000052-FMPF,900250000599209,Felino,Macho,Pequeño,false,USAQUEN
112995000052-CHGF,900250000599211,Canino,Hembra,Grande,false,USAQUEN
712995000052-CHPF,900250000599217,Canino,Hembra,Pequeño,false,USAQUEN
912995000052-CHGT,900250000599219,Canino,Hembra,Grande,true,USAQUEN
552995000052-CHPF,900250000599255,Canino,Hembra,Pequeño,false,USAQUEN
752995000052-FMGF,900250000599257,Felino,Macho,Grande,false,USAQUEN
188995000052-CHGF,900250000599881,Canino,Hembra,Grande,false,USAQUEN
288995000052-FHPF,900250000599882,Felino,Hembra,Pequeño,false,USAQUEN
388995000052-CHPF,900250000599883,Canino,Hembra,Pequeño,false,USAQUEN
488995000052-CMMT,900250000599884,Canino,Macho,Mediano,true,USAQUEN
588995000052-CMPT,900250000599885,Canino,Macho,Pequeño,true,USAQUEN
688995000052-CMGF,900250000599886,Canino,Macho,Grande,false,USAQUEN
988995000052-CMMF,900250000599889,Canino,Macho,Mediano,false,USAQUEN
098995000052-CMPF,900250000599890,Canino,Macho,Pequeño,false,USAQUEN
198995000052-CHGF,900250000599891,Canino,Hembra,Grande,false,USAQUEN
498995000052-FMPF,900250000599894,Felino,Macho,Pequeño,false,USAQUEN
598995000052-CHPF,900250000599895,Canino,Hembra,Pequeño,false,USAQUEN
698995000052-CHPF,900250000599896,Canino,Hembra,Pequeño,false,USAQUEN
798995000052-FMPF,900250000599897,Felino,Macho,Pequeño,false,USAQUEN
998995000052-CHPF,900250000599899,Canino,Hembra,Pequeño,false,USAQUEN
321806000052-CMMF,900250000608123,Canino,Macho,Mediano,false,USAQUEN
671806000052-CHMF,900250000608176,Canino,Hembra,Mediano,false,USAQUEN
881806000052-CHMF,900250000608188,Canino,Hembra,Mediano,false,USAQUEN
812906000052-CMPF,900250000609218,Canino,Macho,Pequeño,false,USAQUEN
703819180101-CMMGF,918101081918307,Canino,Macho,MuyGrande,false,USAQUEN
829683000000-CHMF,941000000386928,Canino,Hembra,Mediano,false,USAQUEN
163983000000-CMMF,941000000389361,Canino,Macho,Mediano,false,USAQUEN
524983000000-CHMF,941000000389425,Canino,Hembra,Mediano,false,USAQUEN
791293000000-CMMF,941000000392197,Canino,Macho,Mediano,false,USAQUEN
051493000000-CMMF,941000000394150,Canino,Macho,Mediano,false,USAQUEN
961593000000-CMMF,941000000395169,Canino,Macho,Mediano,false,USAQUEN
246593000000-CHMF,941000000395642,Canino,Hembra,Mediano,false,USAQUEN
552993000000-CMMF,941000000399255,Canino,Macho,Mediano,false,USAQUEN
151304000000-CMMF,941000000403151,Canino,Macho,Mediano,false,USAQUEN
454304000000-CHMF,941000000403454,Canino,Hembra,Mediano,false,USAQUEN
340404000000-CMMF,941000000404043,Canino,Macho,Mediano,false,USAQUEN
331214000000-CMMF,941000000412133,Canino,Macho,Mediano,false,USAQUEN
608164000000-CMMF,941000000461806,Canino,Macho,Mediano,false,USAQUEN
513184000000-CMMF,941000000481315,Canino,Macho,Mediano,false,USAQUEN
664184000000-CHMF,941000000481466,Canino,Hembra,Mediano,false,USAQUEN
623484000000-CMMF,941000000484326,Canino,Macho,Mediano,false,USAQUEN
483484000000-CMMF,941000000484384,Canino,Macho,Mediano,false,USAQUEN
734484000000-CHMF,941000000484437,Canino,Hembra,Mediano,false,USAQUEN
887684000000-CMMF,941000000486788,Canino,Macho,Mediano,false,USAQUEN
510884000000-CHMF,941000000488015,Canino,Hembra,Mediano,false,USAQUEN
249819000000-CHMF,941000000918942,Canino,Hembra,Mediano,false,USAQUEN
731459000000-CMMF,941000000954137,Canino,Macho,Mediano,false,USAQUEN
727187210000-CMMF,941000012781727,Canino,Macho,Mediano,false,USAQUEN
982287210000-CHMF,941000012782289,Canino,Hembra,Mediano,false,USAQUEN
548287210000-CMMF,941000012782845,Canino,Macho,Mediano,false,USAQUEN
901387210000-CMMF,941000012783109,Canino,Macho,Mediano,false,USAQUEN
252387210000-FMMF,941000012783252,Felino,Macho,Mediano,false,USAQUEN
524387210000-CMMF,941000012783425,Canino,Macho,Mediano,false,USAQUEN
015387210000-CMMF,941000012783510,Canino,Macho,Mediano,false,USAQUEN
489916310000-CMMF,941000013619984,Canino,Macho,Mediano,false,USAQUEN
860026310000-CMMF,941000013620068,Canino,Macho,Mediano,false,USAQUEN
656703410000-CMMF,941000014307656,Canino,Macho,Mediano,false,USAQUEN
083875410000-CMMF,941000014578380,Canino,Macho,Mediano,false,USAQUEN
304875410000-CMMF,941000014578403,Canino,Macho,Mediano,false,USAQUEN
244875410000-CHMF,941000014578442,Canino,Hembra,Mediano,false,USAQUEN
225875410000-CMMF,941000014578522,Canino,Macho,Mediano,false,USAQUEN
445875410000-CHMF,941000014578544,Canino,Hembra,Mediano,false,USAQUEN
485875410000-CMMF,941000014578584,Canino,Macho,Mediano,false,USAQUEN
885875410000-CHMF,941000014578588,Canino,Hembra,Mediano,false,USAQUEN
195095410000-CMMF,941000014590591,Canino,Macho,Mediano,false,USAQUEN
236095410000-CMMF,941000014590632,Canino,Macho,Mediano,false,USAQUEN
931860510000-CMMF,941000015068139,Canino,Macho,Mediano,false,USAQUEN
851860510000-CMMF,941000015068158,Canino,Macho,Mediano,false,USAQUEN
161860510000-CHMF,941000015068161,Canino,Hembra,Mediano,false,USAQUEN
734860510000-FMMF,941000015068437,Felino,Macho,Mediano,false,USAQUEN
674860510000-CMMF,941000015068476,Canino,Macho,Mediano,false,USAQUEN
553960510000-CMGF,941000015069355,Canino,Macho,Grande,false,USAQUEN
804960510000-CHMF,941000015069408,Canino,Hembra,Mediano,false,USAQUEN
165960510000-CHMF,941000015069561,Canino,Hembra,Mediano,false,USAQUEN
370070510000-CMMF,941000015070073,Canino,Macho,Mediano,false,USAQUEN
796047910000-CHMF,941000019740697,Canino,Hembra,Mediano,false,USAQUEN
475147910000-CMGF,941000019741574,Canino,Macho,Grande,false,USAQUEN
776147910000-CHGF,941000019741677,Canino,Hembra,Grande,false,USAQUEN
193247910000-FMGF,941000019742391,Felino,Macho,Grande,false,USAQUEN
534247910000-FHMF,941000019742435,Felino,Hembra,Mediano,false,USAQUEN
634247910000-CMMF,941000019742436,Canino,Macho,Mediano,false,USAQUEN
028202120000-CHPF,941000021202820,Canino,Hembra,Pequeño,false,USAQUEN
928202120000-CMMF,941000021202829,Canino,Macho,Mediano,false,USAQUEN
558202120000-CHMF,941000021202855,Canino,Hembra,Mediano,false,USAQUEN
459202120000-CHMF,941000021202954,Canino,Hembra,Mediano,false,USAQUEN
069202120000-CHMT,941000021202960,Canino,Hembra,Mediano,true,USAQUEN
689202120000-CMMIF,941000021202986,Canino,Macho,Miniatura,false,USAQUEN
699202120000-CMGF,941000021202996,Canino,Macho,Grande,false,USAQUEN
899202120000-CMPF,941000021202998,Canino,Macho,Pequeño,false,USAQUEN
100302120000-FHMIF,941000021203001,Felino,Hembra,Miniatura,false,USAQUEN
770302120000-FMMIF,941000021203077,Felino,Macho,Miniatura,false,USAQUEN
121302120000-CMMF,941000021203121,Canino,Macho,Mediano,false,USAQUEN
441302120000-CMMIF,941000021203144,Canino,Macho,Miniatura,false,USAQUEN
481302120000-CMMIF,941000021203184,Canino,Macho,Miniatura,false,USAQUEN
581302120000-CMMIF,941000021203185,Canino,Macho,Miniatura,false,USAQUEN
532302120000-CHMIF,941000021203235,Canino,Hembra,Miniatura,false,USAQUEN
962302120000-FHMF,941000021203269,Felino,Hembra,Mediano,false,USAQUEN
772302120000-FHPF,941000021203277,Felino,Hembra,Pequeño,false,USAQUEN
882302120000-CMGF,941000021203288,Canino,Macho,Grande,false,USAQUEN
433302120000-CMMT,941000021203334,Canino,Macho,Mediano,true,USAQUEN
933302120000-FMPF,941000021203339,Felino,Macho,Pequeño,false,USAQUEN
553302120000-FHPF,941000021203355,Felino,Hembra,Pequeño,false,USAQUEN
604302120000-CMMF,941000021203406,Canino,Macho,Mediano,false,USAQUEN
824302120000-CHPF,941000021203428,Canino,Hembra,Pequeño,false,USAQUEN
405302120000-CMMF,941000021203504,Canino,Macho,Mediano,false,USAQUEN
825302120000-CHMIF,941000021203528,Canino,Hembra,Miniatura,false,USAQUEN
035302120000-CHMF,941000021203530,Canino,Hembra,Mediano,false,USAQUEN
535302120000-CMMF,941000021203535,Canino,Macho,Mediano,false,USAQUEN
935302120000-CHGF,941000021203539,Canino,Hembra,Grande,false,USAQUEN
075302120000-CHPF,941000021203570,Canino,Hembra,Pequeño,false,USAQUEN
085302120000-CHMF,941000021203580,Canino,Hembra,Mediano,false,USAQUEN
595302120000-CMMIF,941000021203595,Canino,Macho,Miniatura,false,USAQUEN
706302120000-CMGF,941000021203607,Canino,Macho,Grande,false,USAQUEN
917302120000-CMGT,941000021203719,Canino,Macho,Grande,true,USAQUEN
837302120000-CHPF,941000021203738,Canino,Hembra,Pequeño,false,USAQUEN
087302120000-CMMF,941000021203780,Canino,Macho,Mediano,false,USAQUEN
397302120000-CHMF,941000021203793,Canino,Hembra,Mediano,false,USAQUEN
328302120000-CMGF,941000021203823,Canino,Macho,Grande,false,USAQUEN
728302120000-CMMF,941000021203827,Canino,Macho,Mediano,false,USAQUEN
364073120000-CMMF,941000021370463,Canino,Macho,Mediano,false,USAQUEN
794073120000-CMPF,941000021370497,Canino,Macho,Pequeño,false,USAQUEN
105073120000-CHPF,941000021370501,Canino,Hembra,Pequeño,false,USAQUEN
625073120000-FHPF,941000021370526,Felino,Hembra,Pequeño,false,USAQUEN
825073120000-CMGF,941000021370528,Canino,Macho,Grande,false,USAQUEN
745073120000-FMMIF,941000021370547,Felino,Macho,Miniatura,false,USAQUEN
755073120000-CHMF,941000021370557,Canino,Hembra,Mediano,false,USAQUEN
685073120000-CHMIF,941000021370586,Canino,Hembra,Miniatura,false,USAQUEN
895073120000-CHPF,941000021370598,Canino,Hembra,Pequeño,false,USAQUEN
906073120000-CHMT,941000021370609,Canino,Hembra,Mediano,true,USAQUEN
626073120000-CHMF,941000021370626,Canino,Hembra,Mediano,false,USAQUEN
136073120000-CHPF,941000021370631,Canino,Hembra,Pequeño,false,USAQUEN
336073120000-CHMF,941000021370633,Canino,Hembra,Mediano,false,USAQUEN
146073120000-CMMF,941000021370641,Canino,Macho,Mediano,false,USAQUEN
727073120000-CMPF,941000021370727,Canino,Macho,Pequeño,false,USAQUEN
197073120000-CMPF,941000021370791,Canino,Macho,Pequeño,false,USAQUEN
297073120000-CMMF,941000021370792,Canino,Macho,Mediano,false,USAQUEN
008073120000-FHMIF,941000021370800,Felino,Hembra,Miniatura,false,USAQUEN
118073120000-CMGT,941000021370811,Canino,Macho,Grande,true,USAQUEN
028073120000-FHMIF,941000021370820,Felino,Hembra,Miniatura,false,USAQUEN
338073120000-FMMF,941000021370833,Felino,Macho,Mediano,false,USAQUEN
538073120000-FHMIF,941000021370835,Felino,Hembra,Miniatura,false,USAQUEN
