id,microchip,species,sex,size,potentDangerous,neighborhood
090921101000-CHPF,966000101129090,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
301921101000-CMMF,966000101129103,Canino,Macho,Mediano,false,SAN CRISTOBAL
841921101000-CMPF,966000101129148,Canino,Macho,Pequeño,false,SAN CRISTOBAL
951921101000-CHMF,966000101129159,Canino,Hembra,Mediano,false,SAN CRISTOBAL
562921101000-CHGF,966000101129265,Canino,Hembra,Grande,false,SAN CRISTOBAL
572921101000-FHMF,966000101129275,Felino,Hembra,Mediano,false,SAN CRISTOBAL
282921101000-CHMIF,966000101129282,Canino,Hembra,Miniatura,false,SAN CRISTOBAL
323921101000-CHMF,966000101129323,Canino,Hembra,Mediano,false,SAN CRISTOBAL
733921101000-FHPF,966000101129337,Felino,Hembra,Pequeño,false,SAN CRISTOBAL
143921101000-FHMF,966000101129341,Felino,Hembra,Mediano,false,SAN CRISTOBAL
453921101000-CMMF,966000101129354,Canino,Macho,Mediano,false,SAN CRISTOBAL
704921101000-CHMF,966000101129407,Canino,Hembra,Mediano,false,SAN CRISTOBAL
414921101000-CHMF,966000101129414,Canino,Hembra,Mediano,false,SAN CRISTOBAL
724921101000-CHMF,966000101129427,Canino,Hembra,Mediano,false,SAN CRISTOBAL
554921101000-CMGF,966000101129455,Canino,Macho,Grande,false,SAN CRISTOBAL
184921101000-CMGF,966000101129481,Canino,Macho,Grande,false,SAN CRISTOBAL
284921101000-FHMIF,966000101129482,Felino,Hembra,Miniatura,false,SAN CRISTOBAL
205921101000-CHMF,966000101129502,Canino,Hembra,Mediano,false,SAN CRISTOBAL
506921101000-FMPF,966000101129605,Felino,Macho,Pequeño,false,SAN CRISTOBAL
126921101000-FMMF,966000101129621,Felino,Macho,Mediano,false,SAN CRISTOBAL
926921101000-CHGT,966000101129629,Canino,Hembra,Grande,true,SAN CRISTOBAL
436921101000-CHMF,966000101129634,Canino,Hembra,Mediano,false,SAN CRISTOBAL
146921101000-FHMF,966000101129641,Felino,Hembra,Mediano,false,SAN CRISTOBAL
176921101000-CHMF,966000101129671,Canino,Hembra,Mediano,false,SAN CRISTOBAL
257921101000-CHMF,966000101129752,Canino,Hembra,Mediano,false,SAN CRISTOBAL
467921101000-FHMF,966000101129764,Felino,Hembra,Mediano,false,SAN CRISTOBAL
028921101000-CHGF,966000101129820,Canino,Hembra,Grande,false,SAN CRISTOBAL
478921101000-FMMF,966000101129874,Felino,Macho,Mediano,false,SAN CRISTOBAL
429921101000-FHPF,966000101129924,Felino,Hembra,Pequeño,false,SAN CRISTOBAL
629921101000-CHMF,966000101129926,Canino,Hembra,Mediano,false,SAN CRISTOBAL
759921101000-CMMF,966000101129957,Canino,Macho,Mediano,false,SAN CRISTOBAL
269921101000-FMPF,966000101129962,Felino,Macho,Pequeño,false,SAN CRISTOBAL
689921101000-FMMF,966000101129986,Felino,Macho,Mediano,false,SAN CRISTOBAL
030331101000-FMMF,966000101133030,Felino,Macho,Mediano,false,SAN CRISTOBAL
330331101000-FMMF,966000101133033,Felino,Macho,Mediano,false,SAN CRISTOBAL
960331101000-CHGF,966000101133069,Canino,Hembra,Grande,false,SAN CRISTOBAL
480331101000-CMPF,966000101133084,Canino,Macho,Pequeño,false,SAN CRISTOBAL
980331101000-CHPF,966000101133089,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
751331101000-FHMF,966000101133157,Felino,Hembra,Mediano,false,SAN CRISTOBAL
951331101000-FMGF,966000101133159,Felino,Macho,Grande,false,SAN CRISTOBAL
671331101000-FHMF,966000101133176,Felino,Hembra,Mediano,false,SAN CRISTOBAL
512331101000-CHMF,966000101133215,Canino,Hembra,Mediano,false,SAN CRISTOBAL
132331101000-CMMF,966000101133231,Canino,Macho,Mediano,false,SAN CRISTOBAL
642331101000-CHMF,966000101133246,Canino,Hembra,Mediano,false,SAN CRISTOBAL
162331101000-CMMF,966000101133261,Canino,Macho,Mediano,false,SAN CRISTOBAL
882331101000-CHPF,966000101133288,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
003331101000-CHMIF,966000101133300,Canino,Hembra,Miniatura,false,SAN CRISTOBAL
133331101000-CMMF,966000101133331,Canino,Macho,Mediano,false,SAN CRISTOBAL
733331101000-FHMF,966000101133337,Felino,Hembra,Mediano,false,SAN CRISTOBAL
883331101000-CHMF,966000101133388,Canino,Hembra,Mediano,false,SAN CRISTOBAL
093331101000-FHMF,966000101133390,Felino,Hembra,Mediano,false,SAN CRISTOBAL
104331101000-FHPF,966000101133401,Felino,Hembra,Pequeño,false,SAN CRISTOBAL
334331101000-CMPF,966000101133433,Canino,Macho,Pequeño,false,SAN CRISTOBAL
825331101000-CHPF,966000101133528,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
345331101000-CMPF,966000101133543,Canino,Macho,Pequeño,false,SAN CRISTOBAL
665331101000-FMMF,966000101133566,Felino,Macho,Mediano,false,SAN CRISTOBAL
095331101000-CHMF,966000101133590,Canino,Hembra,Mediano,false,SAN CRISTOBAL
006331101000-FMPF,966000101133600,Felino,Macho,Pequeño,false,SAN CRISTOBAL
706331101000-CHMF,966000101133607,Canino,Hembra,Mediano,false,SAN CRISTOBAL
736331101000-CMMIF,966000101133637,Canino,Macho,Miniatura,false,SAN CRISTOBAL
366331101000-CHMF,966000101133663,Canino,Hembra,Mediano,false,SAN CRISTOBAL
866331101000-FHMF,966000101133668,Felino,Hembra,Mediano,false,SAN CRISTOBAL
076331101000-CMMF,966000101133670,Canino,Macho,Mediano,false,SAN CRISTOBAL
317331101000-FMMF,966000101133713,Felino,Macho,Mediano,false,SAN CRISTOBAL
337331101000-FMPF,966000101133733,Felino,Macho,Pequeño,false,SAN CRISTOBAL
537331101000-CMMF,966000101133735,Canino,Macho,Mediano,false,SAN CRISTOBAL
357331101000-FHMIF,966000101133753,Felino,Hembra,Miniatura,false,SAN CRISTOBAL
167331101000-CMPF,966000101133761,Canino,Macho,Pequeño,false,SAN CRISTOBAL
897331101000-CHMF,966000101133798,Canino,Hembra,Mediano,false,SAN CRISTOBAL
708331101000-CHMT,966000101133807,Canino,Hembra,Mediano,true,SAN CRISTOBAL
918331101000-FMGF,966000101133819,Felino,Macho,Grande,false,SAN CRISTOBAL
638331101000-CHPF,966000101133836,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
548331101000-CMMF,966000101133845,Canino,Macho,Mediano,false,SAN CRISTOBAL
409331101000-CHMF,966000101133904,Canino,Hembra,Mediano,false,SAN CRISTOBAL
819331101000-CHMF,966000101133918,Canino,Hembra,Mediano,false,SAN CRISTOBAL
859331101000-CMMF,966000101133958,Canino,Macho,Mediano,false,SAN CRISTOBAL
299331101000-FHPF,966000101133992,Felino,Hembra,Pequeño,false,SAN CRISTOBAL
110431101000-FMGF,966000101134011,Felino,Macho,Grande,false,SAN CRISTOBAL
140431101000-FMMF,966000101134041,Felino,Macho,Mediano,false,SAN CRISTOBAL
111431101000-CHPF,966000101134111,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
621431101000-FHMF,966000101134126,Felino,Hembra,Mediano,false,SAN CRISTOBAL
171431101000-CMMF,966000101134171,Canino,Macho,Mediano,false,SAN CRISTOBAL
281431101000-FMGF,966000101134182,Felino,Macho,Grande,false,SAN CRISTOBAL
162431101000-CHPF,966000101134261,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
103431101000-FHPF,966000101134301,Felino,Hembra,Pequeño,false,SAN CRISTOBAL
713431101000-CMGF,966000101134317,Canino,Macho,Grande,false,SAN CRISTOBAL
693431101000-CHMF,966000101134396,Canino,Hembra,Mediano,false,SAN CRISTOBAL
524431101000-CMPF,966000101134425,Canino,Macho,Pequeño,false,SAN CRISTOBAL
534431101000-CMMF,966000101134435,Canino,Macho,Mediano,false,SAN CRISTOBAL
254431101000-CMMF,966000101134452,Canino,Macho,Mediano,false,SAN CRISTOBAL
854431101000-CHGF,966000101134458,Canino,Hembra,Grande,false,SAN CRISTOBAL
845431101000-CHPF,966000101134548,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
226431101000-CMPF,966000101134622,Canino,Macho,Pequeño,false,SAN CRISTOBAL
136431101000-CMMF,966000101134631,Canino,Macho,Mediano,false,SAN CRISTOBAL
476431101000-FHMF,966000101134674,Felino,Hembra,Mediano,false,SAN CRISTOBAL
196431101000-CMPF,966000101134691,Canino,Macho,Pequeño,false,SAN CRISTOBAL
027431101000-FMMF,966000101134720,Felino,Macho,Mediano,false,SAN CRISTOBAL
927431101000-CHGT,966000101134729,Canino,Hembra,Grande,true,SAN CRISTOBAL
497431101000-FMGF,966000101134794,Felino,Macho,Grande,false,SAN CRISTOBAL
819431101000-FMGF,966000101134918,Felino,Macho,Grande,false,SAN CRISTOBAL
229431101000-CMGF,966000101134922,Canino,Macho,Grande,false,SAN CRISTOBAL
539431101000-FHMIF,966000101134935,Felino,Hembra,Miniatura,false,SAN CRISTOBAL
610531101000-FHMIF,966000101135016,Felino,Hembra,Miniatura,false,SAN CRISTOBAL
102531101000-CMGF,966000101135201,Canino,Macho,Grande,false,SAN CRISTOBAL
154531101000-CHPF,966000101135451,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
406531101000-CMGF,966000101135604,Canino,Macho,Grande,false,SAN CRISTOBAL
627531101000-CMPF,966000101135726,Canino,Macho,Pequeño,false,SAN CRISTOBAL
727531101000-CHMF,966000101135727,Canino,Hembra,Mediano,false,SAN CRISTOBAL
177531101000-FMPF,966000101135771,Felino,Macho,Pequeño,false,SAN CRISTOBAL
570631101000-CHGF,966000101136075,Canino,Hembra,Grande,false,SAN CRISTOBAL
631631101000-CMPF,966000101136136,Canino,Macho,Pequeño,false,SAN CRISTOBAL
771631101000-FMMF,966000101136177,Felino,Macho,Mediano,false,SAN CRISTOBAL
491631101000-FMGT,966000101136194,Felino,Macho,Grande,true,SAN CRISTOBAL
512631101000-CMMF,966000101136215,Canino,Macho,Mediano,false,SAN CRISTOBAL
222631101000-CMGF,966000101136222,Canino,Macho,Grande,false,SAN CRISTOBAL
303631101000-CMPF,966000101136303,Canino,Macho,Pequeño,false,SAN CRISTOBAL
703631101000-CMPF,966000101136307,Canino,Macho,Pequeño,false,SAN CRISTOBAL
313631101000-FHMF,966000101136313,Felino,Hembra,Mediano,false,SAN CRISTOBAL
563631101000-CHGF,966000101136365,Canino,Hembra,Grande,false,SAN CRISTOBAL
193631101000-CHMF,966000101136391,Canino,Hembra,Mediano,false,SAN CRISTOBAL
104631101000-CMGF,966000101136401,Canino,Macho,Grande,false,SAN CRISTOBAL
014631101000-FMMIF,966000101136410,Felino,Macho,Miniatura,false,SAN CRISTOBAL
664631101000-CHGF,966000101136466,Canino,Hembra,Grande,false,SAN CRISTOBAL
674631101000-CHMF,966000101136476,Canino,Hembra,Mediano,false,SAN CRISTOBAL
184631101000-CHMF,966000101136481,Canino,Hembra,Mediano,false,SAN CRISTOBAL
435631101000-FHMF,966000101136534,Felino,Hembra,Mediano,false,SAN CRISTOBAL
145631101000-FMMIF,966000101136541,Felino,Macho,Miniatura,false,SAN CRISTOBAL
555631101000-FMMF,966000101136555,Felino,Macho,Mediano,false,SAN CRISTOBAL
016631101000-CMPF,966000101136610,Canino,Macho,Pequeño,false,SAN CRISTOBAL
816631101000-FHMF,966000101136618,Felino,Hembra,Mediano,false,SAN CRISTOBAL
436631101000-FHPF,966000101136634,Felino,Hembra,Pequeño,false,SAN CRISTOBAL
956631101000-CHMT,966000101136659,Canino,Hembra,Mediano,true,SAN CRISTOBAL
586631101000-FHMF,966000101136685,Felino,Hembra,Mediano,false,SAN CRISTOBAL
596631101000-FMPF,966000101136695,Felino,Macho,Pequeño,false,SAN CRISTOBAL
827631101000-FHGF,966000101136728,Felino,Hembra,Grande,false,SAN CRISTOBAL
437631101000-FHPF,966000101136734,Felino,Hembra,Pequeño,false,SAN CRISTOBAL
508631101000-FMGF,966000101136805,Felino,Macho,Grande,false,SAN CRISTOBAL
638631101000-FHMF,966000101136836,Felino,Hembra,Mediano,false,SAN CRISTOBAL
649631101000-CMMF,966000101136946,Canino,Macho,Mediano,false,SAN CRISTOBAL
353731101000-CMMT,966000101137353,Canino,Macho,Mediano,true,SAN CRISTOBAL
226731101000-CMMIF,966000101137622,Canino,Macho,Miniatura,false,SAN CRISTOBAL
767731101000-CHGF,966000101137767,Canino,Hembra,Grande,false,SAN CRISTOBAL
611831101000-CHPF,966000101138116,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
911831101000-FHMF,966000101138119,Felino,Hembra,Mediano,false,SAN CRISTOBAL
151831101000-CMPF,966000101138151,Canino,Macho,Pequeño,false,SAN CRISTOBAL
071831101000-CHMF,966000101138170,Canino,Hembra,Mediano,false,SAN CRISTOBAL
671831101000-CMGF,966000101138176,Canino,Macho,Grande,false,SAN CRISTOBAL
243831101000-CMMF,966000101138342,Canino,Macho,Mediano,false,SAN CRISTOBAL
053831101000-CHPF,966000101138350,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
014831101000-CMMF,966000101138410,Canino,Macho,Mediano,false,SAN CRISTOBAL
425831101000-CMPF,966000101138524,Canino,Macho,Pequeño,false,SAN CRISTOBAL
965831101000-CHPF,966000101138569,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
985831101000-FHMF,966000101138589,Felino,Hembra,Mediano,false,SAN CRISTOBAL
906831101000-CHGF,966000101138609,Canino,Hembra,Grande,false,SAN CRISTOBAL
447831101000-FMMF,966000101138744,Felino,Macho,Mediano,false,SAN CRISTOBAL
267831101000-CHMF,966000101138762,Canino,Hembra,Mediano,false,SAN CRISTOBAL
577831101000-FHGF,966000101138775,Felino,Hembra,Grande,false,SAN CRISTOBAL
318831101000-CHPF,966000101138813,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
138831101000-CMPF,966000101138831,Canino,Macho,Pequeño,false,SAN CRISTOBAL
500931101000-CMGF,966000101139005,Canino,Macho,Grande,false,SAN CRISTOBAL
130931101000-FMMF,966000101139031,Felino,Macho,Mediano,false,SAN CRISTOBAL
930931101000-CMGF,966000101139039,Canino,Macho,Grande,false,SAN CRISTOBAL
004931101000-CMMT,966000101139400,Canino,Macho,Mediano,true,SAN CRISTOBAL
794931101000-CMMIF,966000101139497,Canino,Macho,Miniatura,false,SAN CRISTOBAL
536931101000-CMMF,966000101139635,Canino,Macho,Mediano,false,SAN CRISTOBAL
996931101000-CMPF,966000101139699,Canino,Macho,Pequeño,false,SAN CRISTOBAL
127931101000-FMMF,966000101139721,Felino,Macho,Mediano,false,SAN CRISTOBAL
648931101000-FHMF,966000101139846,Felino,Hembra,Mediano,false,SAN CRISTOBAL
589931101000-CMGT,966000101139985,Canino,Macho,Grande,true,SAN CRISTOBAL
888228080101-FMMF,978101080822888,Felino,Macho,Mediano,false,SAN CRISTOBAL
302539080101-CHGF,978101080935203,Canino,Hembra,Grande,false,SAN CRISTOBAL
845539080101-CMMIF,978101080935548,Canino,Macho,Miniatura,false,SAN CRISTOBAL
766539080101-CMGF,978101080935667,Canino,Macho,Grande,false,SAN CRISTOBAL
937539080101-CMMIF,978101080935739,Canino,Macho,Miniatura,false,SAN CRISTOBAL
947539080101-CHMIF,978101080935749,Canino,Hembra,Miniatura,false,SAN CRISTOBAL
967539080101-CMMIF,978101080935769,Canino,Macho,Miniatura,false,SAN CRISTOBAL
956199080101-CHGF,978101080991659,Canino,Hembra,Grande,false,SAN CRISTOBAL
249470180101-CHMF,978101081074942,Canino,Hembra,Mediano,false,SAN CRISTOBAL
295770180101-FMGF,978101081077592,Felino,Macho,Grande,false,SAN CRISTOBAL
757941180101-CMGT,978101081149757,Canino,Macho,Grande,true,SAN CRISTOBAL
738941180101-CHGF,978101081149837,Canino,Hembra,Grande,false,SAN CRISTOBAL
570051180101-CMGF,978101081150075,Canino,Macho,Grande,false,SAN CRISTOBAL
541051180101-CHPF,978101081150145,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
661051180101-CHMF,978101081150166,Canino,Hembra,Mediano,false,SAN CRISTOBAL
902051180101-FHGF,978101081150209,Felino,Hembra,Grande,false,SAN CRISTOBAL
242051180101-FMGF,978101081150242,Felino,Macho,Grande,false,SAN CRISTOBAL
113051180101-CMMIF,978101081150311,Canino,Macho,Miniatura,false,SAN CRISTOBAL
933051180101-FHGF,978101081150339,Felino,Hembra,Grande,false,SAN CRISTOBAL
106051180101-FMGF,978101081150601,Felino,Macho,Grande,false,SAN CRISTOBAL
836051180101-CMMIF,978101081150638,Canino,Macho,Miniatura,false,SAN CRISTOBAL
038151180101-CHMF,978101081151830,Canino,Hembra,Mediano,false,SAN CRISTOBAL
278151180101-CHMIF,978101081151872,Canino,Hembra,Miniatura,false,SAN CRISTOBAL
911251180101-CMPF,978101081152119,Canino,Macho,Pequeño,false,SAN CRISTOBAL
604251180101-CMMIF,978101081152406,Canino,Macho,Miniatura,false,SAN CRISTOBAL
242351180101-CMMIF,978101081153242,Canino,Macho,Miniatura,false,SAN CRISTOBAL
122451180101-CHGF,978101081154221,Canino,Hembra,Grande,false,SAN CRISTOBAL
904451180101-FMPF,978101081154409,Felino,Macho,Pequeño,false,SAN CRISTOBAL
787451180101-FMMF,978101081154787,Felino,Macho,Mediano,false,SAN CRISTOBAL
041551180101-CHMF,978101081155140,Canino,Hembra,Mediano,false,SAN CRISTOBAL
012551180101-FHMF,978101081155210,Felino,Hembra,Mediano,false,SAN CRISTOBAL
313551180101-CHPF,978101081155313,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
413551180101-FHPF,978101081155314,Felino,Hembra,Pequeño,false,SAN CRISTOBAL
814551180101-CMMIF,978101081155418,Canino,Macho,Miniatura,false,SAN CRISTOBAL
384551180101-CHPF,978101081155483,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
871171180101-CMMF,978101081171178,Canino,Macho,Mediano,false,SAN CRISTOBAL
475171180101-CHMF,978101081171574,Canino,Hembra,Mediano,false,SAN CRISTOBAL
600271180101-CHMF,978101081172006,Canino,Hembra,Mediano,false,SAN CRISTOBAL
625881180101-CHMF,978101081188526,Canino,Hembra,Mediano,false,SAN CRISTOBAL
666881180101-CMMF,978101081188666,Canino,Macho,Mediano,false,SAN CRISTOBAL
886881180101-CHMF,978101081188688,Canino,Hembra,Mediano,false,SAN CRISTOBAL
090191180101-CMMF,978101081191090,Canino,Macho,Mediano,false,SAN CRISTOBAL
298622180101-CHMF,978101081226892,Canino,Hembra,Mediano,false,SAN CRISTOBAL
105822180101-CHGF,978101081228501,Canino,Hembra,Grande,false,SAN CRISTOBAL
125822180101-CHMF,978101081228521,Canino,Hembra,Mediano,false,SAN CRISTOBAL
048822180101-CHMF,978101081228840,Canino,Hembra,Mediano,false,SAN CRISTOBAL
039743180101-FMMF,978101081347930,Felino,Macho,Mediano,false,SAN CRISTOBAL
389619180101-CHPF,978101081916983,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
220719180101-CMPF,978101081917022,Canino,Macho,Pequeño,false,SAN CRISTOBAL
330719180101-FMPF,978101081917033,Felino,Macho,Pequeño,false,SAN CRISTOBAL
801719180101-CHMIF,978101081917108,Canino,Hembra,Miniatura,false,SAN CRISTOBAL
531719180101-FMGF,978101081917135,Felino,Macho,Grande,false,SAN CRISTOBAL
252719180101-CMMIF,978101081917252,Canino,Macho,Miniatura,false,SAN CRISTOBAL
004719180101-FHPF,978101081917400,Felino,Hembra,Pequeño,false,SAN CRISTOBAL
355719180101-CMMIF,978101081917553,Canino,Macho,Miniatura,false,SAN CRISTOBAL
965719180101-CHMF,978101081917569,Canino,Hembra,Mediano,false,SAN CRISTOBAL
726719180101-CHMF,978101081917627,Canino,Hembra,Mediano,false,SAN CRISTOBAL
336719180101-CHMF,978101081917633,Canino,Hembra,Mediano,false,SAN CRISTOBAL
096719180101-CMGF,978101081917690,Canino,Macho,Grande,false,SAN CRISTOBAL
717719180101-CMMF,978101081917717,Canino,Macho,Mediano,false,SAN CRISTOBAL
047719180101-CMMF,978101081917740,Canino,Macho,Mediano,false,SAN CRISTOBAL
097719180101-CHMIF,978101081917790,Canino,Hembra,Miniatura,false,SAN CRISTOBAL
868719180101-CHMIF,978101081917868,Canino,Hembra,Miniatura,false,SAN CRISTOBAL
250819180101-CMMF,978101081918052,Canino,Macho,Mediano,false,SAN CRISTOBAL
241819180101-CHGF,978101081918142,Canino,Hembra,Grande,false,SAN CRISTOBAL
034819180101-CHPT,978101081918430,Canino,Hembra,Pequeño,true,SAN CRISTOBAL
784819180101-CHPF,978101081918487,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
686819180101-CHMT,978101081918686,Canino,Hembra,Mediano,true,SAN CRISTOBAL
087819180101-FHPF,978101081918780,Felino,Hembra,Pequeño,false,SAN CRISTOBAL
532919180101-FHPF,978101081919235,Felino,Hembra,Pequeño,false,SAN CRISTOBAL
594919180101-CMGF,978101081919495,Canino,Macho,Grande,false,SAN CRISTOBAL
235919180101-CMMF,978101081919532,Canino,Macho,Mediano,false,SAN CRISTOBAL
589919180101-FMMF,978101081919985,Felino,Macho,Mediano,false,SAN CRISTOBAL
800029180101-CHGF,978101081920008,Canino,Hembra,Grande,false,SAN CRISTOBAL
260029180101-CHMF,978101081920062,Canino,Hembra,Mediano,false,SAN CRISTOBAL
811029180101-CHMIF,978101081920118,Canino,Hembra,Miniatura,false,SAN CRISTOBAL
222029180101-CMPF,978101081920222,Canino,Macho,Pequeño,false,SAN CRISTOBAL
732029180101-CMGF,978101081920237,Canino,Macho,Grande,false,SAN CRISTOBAL
342029180101-FHPF,978101081920243,Felino,Hembra,Pequeño,false,SAN CRISTOBAL
472029180101-FHPF,978101081920274,Felino,Hembra,Pequeño,false,SAN CRISTOBAL
792029180101-CHPF,978101081920297,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
493029180101-CHMF,978101081920394,Canino,Hembra,Mediano,false,SAN CRISTOBAL
545029180101-CMMF,978101081920545,Canino,Macho,Mediano,false,SAN CRISTOBAL
695029180101-CMGF,978101081920596,Canino,Macho,Grande,false,SAN CRISTOBAL
576029180101-CMMF,978101081920675,Canino,Macho,Mediano,false,SAN CRISTOBAL
517029180101-CMGF,978101081920715,Canino,Macho,Grande,false,SAN CRISTOBAL
887029180101-CHMIF,978101081920788,Canino,Hembra,Miniatura,false,SAN CRISTOBAL
349029180101-CHGT,978101081920943,Canino,Hembra,Grande,true,SAN CRISTOBAL
879129180101-CMPF,978101081921978,Canino,Macho,Pequeño,false,SAN CRISTOBAL
411229180101-CMMF,978101081922114,Canino,Macho,Mediano,false,SAN CRISTOBAL
562229180101-FMPF,978101081922265,Felino,Macho,Pequeño,false,SAN CRISTOBAL
504229180101-CMPF,978101081922405,Canino,Macho,Pequeño,false,SAN CRISTOBAL
946229180101-CHMF,978101081922649,Canino,Hembra,Mediano,false,SAN CRISTOBAL
599329180101-CHMF,978101081923995,Canino,Hembra,Mediano,false,SAN CRISTOBAL
300429180101-CHMF,978101081924003,Canino,Hembra,Mediano,false,SAN CRISTOBAL
410429180101-FMGF,978101081924014,Felino,Macho,Grande,false,SAN CRISTOBAL
590429180101-CHPF,978101081924095,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
822429180101-CMGT,978101081924228,Canino,Macho,Grande,true,SAN CRISTOBAL
432429180101-CHMF,978101081924234,Canino,Hembra,Mediano,false,SAN CRISTOBAL
243429180101-CMMF,978101081924342,Canino,Macho,Mediano,false,SAN CRISTOBAL
873429180101-CHGF,978101081924378,Canino,Hembra,Grande,false,SAN CRISTOBAL
204429180101-CHPF,978101081924402,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
434429180101-CHPF,978101081924434,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
764429180101-CMGF,978101081924467,Canino,Macho,Grande,false,SAN CRISTOBAL
545429180101-CMGF,978101081924545,Canino,Macho,Grande,false,SAN CRISTOBAL
195429180101-CHMF,978101081924591,Canino,Hembra,Mediano,false,SAN CRISTOBAL
966429180101-CHMF,978101081924669,Canino,Hembra,Mediano,false,SAN CRISTOBAL
708429180101-FHPF,978101081924807,Felino,Hembra,Pequeño,false,SAN CRISTOBAL
468429180101-CHMF,978101081924864,Canino,Hembra,Mediano,false,SAN CRISTOBAL
830629180101-CHMF,978101081926038,Canino,Hembra,Mediano,false,SAN CRISTOBAL
891629180101-CHPF,978101081926198,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
742629180101-CHPF,978101081926247,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
392629180101-CHMF,978101081926293,Canino,Hembra,Mediano,false,SAN CRISTOBAL
024629180101-CHMF,978101081926420,Canino,Hembra,Mediano,false,SAN CRISTOBAL
045629180101-CMMIF,978101081926540,Canino,Macho,Miniatura,false,SAN CRISTOBAL
245629180101-CMPF,978101081926542,Canino,Macho,Pequeño,false,SAN CRISTOBAL
256629180101-CHPF,978101081926652,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
328629180101-CMGF,978101081926823,Canino,Macho,Grande,false,SAN CRISTOBAL
938629180101-CMMF,978101081926839,Canino,Macho,Mediano,false,SAN CRISTOBAL
788629180101-CHMF,978101081926887,Canino,Hembra,Mediano,false,SAN CRISTOBAL
019629180101-CHPF,978101081926910,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
059629180101-CMPF,978101081926950,Canino,Macho,Pequeño,false,SAN CRISTOBAL
479629180101-CHPF,978101081926974,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
899629180101-CHPF,978101081926998,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
300729180101-CHMIF,978101081927003,Canino,Hembra,Miniatura,false,SAN CRISTOBAL
220729180101-FMMF,978101081927022,Felino,Macho,Mediano,false,SAN CRISTOBAL
250729180101-FMMF,978101081927052,Felino,Macho,Mediano,false,SAN CRISTOBAL
170729180101-CMPF,978101081927071,Canino,Macho,Pequeño,false,SAN CRISTOBAL
090729180101-CMPF,978101081927090,Canino,Macho,Pequeño,false,SAN CRISTOBAL
672729180101-CMMF,978101081927276,Canino,Macho,Mediano,false,SAN CRISTOBAL
533729180101-FMMF,978101081927335,Felino,Macho,Mediano,false,SAN CRISTOBAL
137729180101-CMGT,978101081927731,Canino,Macho,Grande,true,SAN CRISTOBAL
397729180101-CHPF,978101081927793,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
121829180101-CMPF,978101081928121,Canino,Macho,Pequeño,false,SAN CRISTOBAL
235829180101-FHPF,978101081928532,Felino,Hembra,Pequeño,false,SAN CRISTOBAL
463652700020-CMPF,981020007256364,Canino,Macho,Pequeño,false,SAN CRISTOBAL
354404200001-CMMF,981100002404453,Canino,Macho,Mediano,false,SAN CRISTOBAL
692988000100-CHMF,991001000889296,Canino,Hembra,Mediano,false,SAN CRISTOBAL
013959000100-CMMIF,991001000959310,Canino,Macho,Miniatura,false,SAN CRISTOBAL
101531100100-CHPF,991001001135101,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
201531100100-CHMIF,991001001135102,Canino,Hembra,Miniatura,false,SAN CRISTOBAL
701531100100-CMPF,991001001135107,Canino,Macho,Pequeño,false,SAN CRISTOBAL
311531100100-CMMIF,991001001135113,Canino,Macho,Miniatura,false,SAN CRISTOBAL
611531100100-CHPF,991001001135116,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
711531100100-CHPF,991001001135117,Canino,Hembra,Pequeño,false,SAN CRISTOBAL
021531100100-CHMIF,991001001135120,Canino,Hembra,Miniatura,false,SAN CRISTOBAL
771531100100-CMGF,991001001135177,Canino,Macho,Grande,false,SAN CRISTOBAL
812531100100-CMPF,991001001135218,Canino,Macho,Pequeño,false,SAN CRISTOBAL
322531100100-CMGF,991001001135223,Canino,Macho,Grande,false,SAN CRISTOBAL
