id,microchip,species,sex,size,potentDangerous,neighborhood
1967291-CHPF,978101081927691,CANINO,HEMBRA,PEQUEÑO,false,USME
1967950-CHPF,900250000597691,CANINO,HEMBRA,PEQUEÑO,false,FONTIBON
1967971-CMMT,978101081797691,CANINO,MACHO,MEDIANO,true,USME
1968950-CMMF,900250000598691,CANINO,MACHO,MEDIANO,false,BOSA
1969971-FMPT,978101081799691,FELINO,MACHO,PEQUEÑO,true,ENGATIVA
1970101-FHMF,966000101010791,FELINO,HEMBRA,MEDIANO,false,SUBA
1970731-CMPF,941000021370791,CANINO,MACHO,PEQUEÑO,false,USAQUEN
1971081-CMGT,978101081801791,CANINO,MACHO,GRANDE,true,C. BOLIVAR
1972291-CHPF,978101081922791,CANINO,HEMBRA,PEQUEÑO,false,C. BOLIVAR
1973021-CMMIF,941000021203791,CANINO,MACHO,MINIATURA,false,SUBA
1974000-FMMF,999111000004791,FELINO,MACHO,MEDIANO,false,KENNEDY
1974511-FHPF,978101081154791,FELINO,HEMBRA,PEQUEÑO,false,USME
1976950-FHPF,900250000596791,FELINO,HEMBRA,PEQUEÑO,false,USME
1977291-CHPF,978101081927791,CANINO,HEMBRA,PEQUEÑO,false,C. BOLIVAR
1977501-CHMF,966000101057791,CANINO,HEMBRA,MEDIANO,false,C. BOLIVAR
1977701-CHMF,978101081077791,CANINO,HEMBRA,MEDIANO,false,USME
1977901-FHPF,966000101097791,FELINO,HEMBRA,PEQUEÑO,false,KENNEDY
1978291-CMGF,978101081928791,CANINO,MACHO,GRANDE,false,BOSA
1978311-CHMT,966000101138791,CANINO,HEMBRA,MEDIANO,true,SUBA
1978754-CMMF,941000014578791,CANINO,MACHO,MEDIANO,false,TEUSAQUILLO
1978950-CHMIF,900250000598791,CANINO,HEMBRA,MINIATURA,false,USME
1980291-CHGF,978101081920891,CANINO,HEMBRA,GRANDE,false,C. BOLIVAR
1980954-CHMF,941000014590891,CANINO,HEMBRA,MEDIANO,false,ENGATIVA
1982001-FHMF,966000101002891,FELINO,HEMBRA,MEDIANO,false,SAN CRISTOBAL
1982021-CHMF,941000021202891,CANINO,HEMBRA,MEDIANO,false,ENGATIVA
1982291-CHGF,978101081922891,CANINO,HEMBRA,GRANDE,false,BOSA
1982840-CHPF,900250000482891,CANINO,HEMBRA,PEQUEÑO,false,BOSA
1982901-CMGF,966000101092891,CANINO,MACHO,GRANDE,false,BOSA
1983001-FHPF,966000101003891,FELINO,HEMBRA,PEQUEÑO,false,FONTIBON
1983601-FMPF,966000101063891,FELINO,MACHO,PEQUEÑO,false,BOSA
1984390-CMPF,978101080934891,CANINO,MACHO,PEQUEÑO,false,B. UNIDOS
1984701-CMMF,978101081074891,CANINO,MACHO,MEDIANO,false,SUBA
1984824-CMMF,941000014284891,CANINO,MACHO,MEDIANO,false,ENGATIVA
1986291-CHGF,978101081926891,CANINO,HEMBRA,GRANDE,false,CHAPINERO
1986971-FHPF,978101081796891,FELINO,HEMBRA,PEQUEÑO,false,C. BOLIVAR
1987191-CHMF,978101081917891,CANINO,HEMBRA,MEDIANO,false,KENNEDY
1987291-CMGT,978101081927891,CANINO,MACHO,GRANDE,true,C. BOLIVAR
1988021-CHMF,978101081208891,CANINO,HEMBRA,MEDIANO,false,R. URIBE
1988121-CHMF,978101081218891,CANINO,HEMBRA,MEDIANO,false,R. URIBE
1989950-CHGF,900250000599891,CANINO,HEMBRA,GRANDE,false,USAQUEN
1990731-CHMF,941000021370991,CANINO,HEMBRA,MEDIANO,false,USAQUEN
1990840-CHMF,900250000480991,CANINO,HEMBRA,MEDIANO,false,KENNEDY
1992021-CMPF,941000021202991,CANINO,MACHO,PEQUEÑO,false,BOSA
1992511-CMGF,978101081152991,CANINO,MACHO,GRANDE,false,ENGATIVA
1993001-CMGF,966000101003991,CANINO,MACHO,GRANDE,false,KENNEDY
1993291-CHMIF,978101081923991,CANINO,HEMBRA,MINIATURA,false,ENGATIVA
1993421-CMPF,978101081243991,CANINO,MACHO,PEQUEÑO,false,ENGATIVA
1993511-CMPF,978101081153991,CANINO,MACHO,PEQUEÑO,false,KENNEDY
1996291-CMMF,978101081926991,CANINO,MACHO,MEDIANO,false,ENGATIVA
1997401-CHMF,978101081047991,CANINO,HEMBRA,MEDIANO,false,P. ARANDA
1998880-CHPF,991001000888991,CANINO,HEMBRA,PEQUEÑO,false,B. UNIDOS
1998950-FMMF,900250000598991,FELINO,MACHO,MEDIANO,false,SUBA
1999191-FMMIF,978101081919991,FELINO,MACHO,MINIATURA,false,ENGATIVA
1999311-FMMF,966000101139991,FELINO,MACHO,MEDIANO,false,TUNJUELITO
1999501-CHMF,966000101059991,CANINO,HEMBRA,MEDIANO,false,TUNJUELITO
2000060-CMPF,900250000600002,CANINO,MACHO,PEQUEÑO,false,TUNJUELITO
2000263-CHMF,941000013620002,CANINO,HEMBRA,MEDIANO,false,P. ARANDA
2000411-CHPF,966000101140002,CANINO,HEMBRA,PEQUEÑO,false,BOSA
2001731-FMMIF,941000021371002,FELINO,MACHO,MINIATURA,false,R. URIBE
2001840-CHGF,900250000481002,CANINO,HEMBRA,GRANDE,false,ENGATIVA
2002501-CMPF,978101081052002,CANINO,MACHO,PEQUEÑO,false,C. BOLIVAR
2003010-CHGF,900250000103002,CANINO,HEMBRA,GRANDE,false,CHAPINERO
2003021-CMMIF,941000021203002,CANINO,MACHO,MINIATURA,false,LOS MARTIRES
2004291-CMPF,978101081924002,CANINO,MACHO,PEQUEÑO,false,USAQUEN
2004421-CMGF,978101081244002,CANINO,MACHO,GRANDE,false,ENGATIVA
2005390-CMMIF,978101080935002,CANINO,MACHO,MINIATURA,false,SUBA
2006001-CMGT,966000101006002,CANINO,MACHO,GRANDE,true,BOSA
2006971-FMMF,978101081796002,FELINO,MACHO,MEDIANO,false,USME
2007311-CMPF,966000101137002,CANINO,MACHO,PEQUEÑO,false,USAQUEN
2007431-CMMF,978101081347002,CANINO,MACHO,MEDIANO,false,C. BOLIVAR
2007950-CHPF,900250000597002,CANINO,HEMBRA,PEQUEÑO,false,C. BOLIVAR
2008401-CHMF,978101081048002,CANINO,HEMBRA,MEDIANO,false,P. ARANDA
2008950-CHPF,900250000598002,CANINO,HEMBRA,PEQUEÑO,false,KENNEDY
2009880-CMPF,991001000889002,CANINO,MACHO,PEQUEÑO,false,SUBA
2011840-CMPF,900250000481102,CANINO,MACHO,PEQUEÑO,false,FONTIBON
2013001-CMMF,966000101003102,CANINO,MACHO,MEDIANO,false,ENGATIVA
2013021-CHGF,941000021203102,CANINO,HEMBRA,GRANDE,false,KENNEDY
2014291-CMMF,978101081924102,CANINO,MACHO,MEDIANO,false,ENGATIVA
2014421-CMMF,978101081244102,CANINO,MACHO,MEDIANO,false,ENGATIVA
2015311-CHMIF,991001001135102,CANINO,HEMBRA,MINIATURA,false,SAN CRISTOBAL
2015311-FMPF,966000101135102,FELINO,MACHO,PEQUEÑO,false,C. BOLIVAR
2017191-CHMF,978101081917102,CANINO,HEMBRA,MEDIANO,false,CHAPINERO
2017291-CMPF,978101081927102,CANINO,MACHO,PEQUEÑO,false,C. BOLIVAR
2017950-CMPF,900250000597102,CANINO,MACHO,PEQUEÑO,false,C. BOLIVAR
2018950-CMGF,900250000598102,CANINO,MACHO,GRANDE,false,KENNEDY
2019301-CMMF,978101081039102,CANINO,MACHO,MEDIANO,false,ENGATIVA
2019880-CMPF,991001000889102,CANINO,MACHO,PEQUEÑO,false,SUBA
2020101-FHPF,966000101010202,FELINO,HEMBRA,PEQUEÑO,false,BOSA
2020291-FHPF,978101081920202,FELINO,HEMBRA,PEQUEÑO,false,USME
2021731-FMMF,941000021371202,FELINO,MACHO,MEDIANO,false,ENGATIVA
2021840-CMMIF,900250000481202,CANINO,MACHO,MINIATURA,false,SANTA FE
2022001-CHMF,966000101002202,CANINO,HEMBRA,MEDIANO,false,C. BOLIVAR
2022291-CMMT,978101081922202,CANINO,MACHO,MEDIANO,true,MUNICIPIOS ALEDAÑOS BOGOTA D.C.
2023021-FHPF,941000021203202,FELINO,HEMBRA,PEQUEÑO,false,C. BOLIVAR
2023511-CHMT,978101081153202,CANINO,HEMBRA,MEDIANO,true,USME
2023840-FMPF,900250000483202,FELINO,MACHO,PEQUEÑO,false,BOSA
2024600-CMMF,900164000064202,CANINO,MACHO,MEDIANO,false,SAN CRISTOBAL
2025311-CHMIF,991001001135202,CANINO,HEMBRA,MINIATURA,false,KENNEDY
2025701-FHMF,978101081075202,FELINO,HEMBRA,MEDIANO,false,USME
2026291-CMGF,978101081926202,CANINO,MACHO,GRANDE,false,ENGATIVA
2026950-FMPF,900250000596202,FELINO,MACHO,PEQUEÑO,false,USME
2027701-CMPF,978101081077202,CANINO,MACHO,PEQUEÑO,false,USME
2027950-FMMF,900250000597202,FELINO,MACHO,MEDIANO,false,C. BOLIVAR
2028221-CHMF,978101081228202,CANINO,HEMBRA,MEDIANO,false,B. UNIDOS
2028291-CMMF,978101081928202,CANINO,MACHO,MEDIANO,false,ENGATIVA
2028950-FHMF,900250000598202,FELINO,HEMBRA,MEDIANO,false,P. ARANDA
2029880-CMGF,991001000889202,CANINO,MACHO,GRANDE,false,USAQUEN
2029950-CHPF,900250000599202,CANINO,HEMBRA,PEQUEÑO,false,USAQUEN
2030291-CHMF,978101081920302,CANINO,HEMBRA,MEDIANO,false,USME
2031840-CHPF,900250000481302,CANINO,HEMBRA,PEQUEÑO,false,C. BOLIVAR
2032840-CMPF,900250000482302,CANINO,MACHO,PEQUEÑO,false,KENNEDY
2033021-CHMF,941000021203302,CANINO,HEMBRA,MEDIANO,false,ENGATIVA
2034291-CMMF,978101081924302,CANINO,MACHO,MEDIANO,false,ENGATIVA
2035291-CMMF,978101081925302,CANINO,MACHO,MEDIANO,false,C. BOLIVAR
2036291-CMGT,978101081926302,CANINO,MACHO,GRANDE,true,P. ARANDA
2037431-FHPF,978101081347302,FELINO,HEMBRA,PEQUEÑO,false,C. BOLIVAR
2038221-CMGF,978101081228302,CANINO,MACHO,GRANDE,false,USME
2038311-CMMIT,966000101138302,CANINO,MACHO,MINIATURA,true,C. BOLIVAR
2039170-CMMF,978101080719302,CANINO,MACHO,MEDIANO,false,KENNEDY
2039590-CHGF,991001000959302,CANINO,HEMBRA,GRANDE,false,BOSA
2039880-FMPF,991001000889302,FELINO,MACHO,PEQUEÑO,false,B. UNIDOS
2040291-CHMT,978101081920402,CANINO,HEMBRA,MEDIANO,true,KENNEDY
2042291-FMPF,978101081922402,FELINO,MACHO,PEQUEÑO,false,KENNEDY
2043001-FMMF,966000101003402,FELINO,MACHO,MEDIANO,false,ENGATIVA
2043021-CHPF,941000021203402,CANINO,HEMBRA,PEQUEÑO,false,ENGATIVA
2044291-CHPF,978101081924402,CANINO,HEMBRA,PEQUEÑO,false,SAN CRISTOBAL
2046001-CMPF,966000101006402,CANINO,MACHO,PEQUEÑO,false,C. BOLIVAR
2046291-CMMIF,978101081926402,CANINO,MACHO,MINIATURA,false,BOSA
2046950-CMGT,900250000596402,CANINO,MACHO,GRANDE,true,USAQUEN
2047191-CMMF,978101081917402,CANINO,MACHO,MEDIANO,false,B. UNIDOS
2047291-CHPF,978101081927402,CANINO,HEMBRA,PEQUEÑO,false,C. BOLIVAR
2047431-CMPF,978101081347402,CANINO,MACHO,PEQUEÑO,false,C. BOLIVAR
2047950-CMMIF,900250000597402,CANINO,MACHO,MINIATURA,false,C. BOLIVAR
2048291-CHMT,978101081928402,CANINO,HEMBRA,MEDIANO,true,C. BOLIVAR
2048311-CHMF,966000101138402,CANINO,HEMBRA,MEDIANO,false,P. ARANDA
2048950-CHPF,900250000598402,CANINO,HEMBRA,PEQUEÑO,false,P. ARANDA
2050101-CMMIF,966000101010502,CANINO,MACHO,MINIATURA,false,KENNEDY
2050291-FMPF,978101081920502,FELINO,MACHO,PEQUEÑO,false,LOS MARTIRES
2050511-CHPF,978101081150502,CANINO,HEMBRA,PEQUEÑO,false,KENNEDY
2051840-FMGF,900250000481502,FELINO,MACHO,GRANDE,false,USAQUEN
2052840-CHMT,900250000482502,CANINO,HEMBRA,MEDIANO,true,USAQUEN
2053021-CMMIF,941000021203502,CANINO,MACHO,MINIATURA,false,MUNICIPIOS ALEDAÑOS BOGOTA D.C.
2056001-FHGT,966000101006502,FELINO,HEMBRA,GRANDE,true,KENNEDY
2056291-CHGF,978101081926502,CANINO,HEMBRA,GRANDE,false,FONTIBON
2056950-FHPF,900250000596502,FELINO,HEMBRA,PEQUEÑO,false,KENNEDY
2057291-CHMF,978101081927502,CANINO,HEMBRA,MEDIANO,false,C. BOLIVAR
2057501-CMMF,966000101057502,CANINO,MACHO,MEDIANO,false,FONTIBON
2057950-CHGF,900250000597502,CANINO,HEMBRA,GRANDE,false,P. ARANDA
2058191-CHMF,978101081918502,CANINO,HEMBRA,MEDIANO,false,FONTIBON
2058311-FMMF,966000101138502,FELINO,MACHO,MEDIANO,false,KENNEDY
2058401-FMMF,978101081048502,FELINO,MACHO,MEDIANO,false,C. BOLIVAR
2059211-CHMF,966000101129502,CANINO,HEMBRA,MEDIANO,false,SAN CRISTOBAL
2059651-CHMF,941000021569502,CANINO,HEMBRA,MEDIANO,false,SUBA
2060101-CHMIT,966000101010602,CANINO,HEMBRA,MINIATURA,true,C. BOLIVAR
2060291-CHGF,978101081920602,CANINO,HEMBRA,GRANDE,false,SUBA
2061840-CHMIF,900250000481602,CANINO,HEMBRA,MINIATURA,false,C. BOLIVAR
2062240-CHMIF,900113000422602,CANINO,HEMBRA,MINIATURA,false,P. ARANDA
2062840-CHMF,900250000482602,CANINO,HEMBRA,MEDIANO,false,SUBA
2063021-CMMIF,941000021203602,CANINO,MACHO,MINIATURA,false,BOSA
2063291-CMGF,978101081923602,CANINO,MACHO,GRANDE,false,ENGATIVA
2066291-CHGF,978101081926602,CANINO,HEMBRA,GRANDE,false,ENGATIVA
2067191-FHPF,978101081917602,FELINO,HEMBRA,PEQUEÑO,false,KENNEDY
2067291-CMPF,978101081927602,CANINO,MACHO,PEQUEÑO,false,R. URIBE
2067311-CMMF,966000101137602,CANINO,MACHO,MEDIANO,false,B. UNIDOS
2067950-CMPF,900250000597602,CANINO,MACHO,PEQUEÑO,false,C. BOLIVAR
2068950-CHMIF,900250000598602,CANINO,HEMBRA,MINIATURA,false,P. ARANDA
2069311-CMPF,966000101139602,CANINO,MACHO,PEQUEÑO,false,SUBA
2069651-CMMF,941000021569602,CANINO,MACHO,MEDIANO,false,SUBA
2070291-CHMF,978101081920702,CANINO,HEMBRA,MEDIANO,false,C. BOLIVAR
2071001-FHPF,966000101001702,FELINO,HEMBRA,PEQUEÑO,false,BOSA
2072291-CHGF,978101081922702,CANINO,HEMBRA,GRANDE,false,KENNEDY
2072840-CMGF,900250000482702,CANINO,MACHO,GRANDE,false,R. URIBE
2072901-CMMF,966000101092702,CANINO,MACHO,MEDIANO,false,SUBA
2073001-CMPF,966000101003702,CANINO,MACHO,PEQUEÑO,false,SAN CRISTOBAL
2073021-CMPF,941000021203702,CANINO,MACHO,PEQUEÑO,false,BOSA
2073121-CHMF,978101081213702,CANINO,HEMBRA,MEDIANO,false,C. BOLIVAR
2074511-CMMIF,978101081154702,CANINO,MACHO,MINIATURA,false,USAQUEN
2075421-CMMT,978101081245702,CANINO,MACHO,MEDIANO,true,C. BOLIVAR
2076291-CMGT,978101081926702,CANINO,MACHO,GRANDE,true,SUBA
2076701-CHGF,978101081076702,CANINO,HEMBRA,GRANDE,false,USME
2076950-CMPF,900250000596702,CANINO,MACHO,PEQUEÑO,false,TUNJUELITO
2077001-FHPF,966000101007702,FELINO,HEMBRA,PEQUEÑO,false,SAN CRISTOBAL
2077191-CHMF,978101081917702,CANINO,HEMBRA,MEDIANO,false,KENNEDY
2077401-CMMF,978101081047702,CANINO,MACHO,MEDIANO,false,BOSA
2077501-CMMF,966000101057702,CANINO,MACHO,MEDIANO,false,SANTA FE
2078291-FHMF,978101081928702,FELINO,HEMBRA,MEDIANO,false,C. BOLIVAR
2078950-CHGF,900250000598702,CANINO,HEMBRA,GRANDE,false,SUBA
2079411-CHGF,978101081149702,CANINO,HEMBRA,GRANDE,false,SUBA
2080211-CHMF,966000101120802,CANINO,HEMBRA,MEDIANO,false,MUNICIPIOS ALEDAÑOS BOGOTA D.C.
2081040-CHMF,941000000401802,CANINO,HEMBRA,MEDIANO,false,CHAPINERO
2081840-FMPF,900250000481802,FELINO,MACHO,PEQUEÑO,false,BOSA
2082001-CMGF,966000101002802,CANINO,MACHO,GRANDE,false,C. BOLIVAR
2082291-CHPF,978101081922802,CANINO,HEMBRA,PEQUEÑO,false,ENGATIVA
2082840-CMMF,900250000482802,CANINO,MACHO,MEDIANO,false,R. URIBE
2083021-CMMIF,941000021203802,CANINO,MACHO,MINIATURA,false,KENNEDY
2083081-CHMF,978101081803802,CANINO,HEMBRA,MEDIANO,false,ENGATIVA
2086001-CHPF,966000101006802,CANINO,HEMBRA,PEQUEÑO,false,USME
2086291-CHMF,978101081926802,CANINO,HEMBRA,MEDIANO,false,BOSA
2086950-CMGF,900250000596802,CANINO,MACHO,GRANDE,false,C. BOLIVAR
2087191-FHPF,978101081917802,FELINO,HEMBRA,PEQUEÑO,false,BOSA
2087291-CHPF,978101081927802,CANINO,HEMBRA,PEQUEÑO,false,C. BOLIVAR
2087501-FHPF,966009101057802,FELINO,HEMBRA,PEQUEÑO,false,SUBA
2087950-CHGF,900250000597802,CANINO,HEMBRA,GRANDE,false,TUNJUELITO
2088311-CMMF,966000101138802,CANINO,MACHO,MEDIANO,false,KENNEDY
2089001-CMMT,966000101009802,CANINO,MACHO,MEDIANO,true,SUBA
2089411-CHMF,978101081149802,CANINO,HEMBRA,MEDIANO,false,KENNEDY
2089950-CMPF,900250000599802,CANINO,MACHO,PEQUEÑO,false,KENNEDY
2092001-CHPF,966000101002902,CANINO,HEMBRA,PEQUEÑO,false,C. BOLIVAR
2092840-CMPF,900250000482902,CANINO,MACHO,PEQUEÑO,false,SUBA
2093601-CHPF,966000101063902,CANINO,HEMBRA,PEQUEÑO,false,BOSA
2094421-FMMF,978101081244902,FELINO,MACHO,MEDIANO,false,KENNEDY
2094701-CHGT,978101081074902,CANINO,HEMBRA,GRANDE,true,SUBA
2097291-CMMF,978101081927902,CANINO,MACHO,MEDIANO,false,C. BOLIVAR
2097311-CHMF,966000101137902,CANINO,HEMBRA,MEDIANO,false,USAQUEN
2097401-FMPF,978101081047902,FELINO,MACHO,PEQUEÑO,false,USME
2097501-CHGT,966000101057902,CANINO,HEMBRA,GRANDE,true,BOSA
2097950-FHPF,900250000597902,FELINO,HEMBRA,PEQUEÑO,false,C. BOLIVAR
2098311-CMGT,966000101138902,CANINO,MACHO,GRANDE,true,C. BOLIVAR
2099411-CMMIF,978101081149902,CANINO,MACHO,MINIATURA,false,P. ARANDA
2099950-CMPF,900250000599902,CANINO,MACHO,PEQUEÑO,false,USME
2100060-CHGT,900250000600012,CANINO,HEMBRA,GRANDE,true,TUNJUELITO
2100291-CMMF,978101081920012,CANINO,MACHO,MEDIANO,false,BOSA
2100411-FMMF,966000101140012,FELINO,MACHO,MEDIANO,false,ENGATIVA
2101101-FHMF,966000101011012,FELINO,HEMBRA,MEDIANO,false,KENNEDY
2101731-FHPF,941000021371012,FELINO,HEMBRA,PEQUEÑO,false,KENNEDY
2101840-CMGT,900250000481012,CANINO,MACHO,GRANDE,true,MUNICIPIOS ALEDAÑOS BOGOTA D.C.
2103021-CHMF,941000021203012,CANINO,HEMBRA,MEDIANO,false,FONTIBON
2103501-CMPF,978101081053012,CANINO,MACHO,PEQUEÑO,false,BOSA
2104291-FMMF,978101081924012,FELINO,MACHO,MEDIANO,false,B. UNIDOS
2104421-CMMT,978101081244012,CANINO,MACHO,MEDIANO,true,C. BOLIVAR
2104601-FMPF,966000101064012,FELINO,MACHO,PEQUEÑO,false,FONTIBON
2105421-FHPF,978101081245012,FELINO,HEMBRA,PEQUEÑO,false,C. BOLIVAR
2106291-FHMF,978101081926012,FELINO,HEMBRA,MEDIANO,false,C. BOLIVAR
2107291-CHMT,978101081927012,CANINO,HEMBRA,MEDIANO,true,FONTIBON
2107701-CMMF,978101081077012,CANINO,MACHO,MEDIANO,false,SUBA
2107901-CHF,966000101097012,CANINO,HEMBRA,GIGANTE,false,KENNEDY
2107950-CHGF,900250000597012,CANINO,HEMBRA,GRANDE,false,C. BOLIVAR
2108191-FHMF,978101081918012,FELINO,HEMBRA,MEDIANO,false,USME
2108950-FMGF,900250000598012,FELINO,MACHO,GRANDE,false,BOSA
2109880-FMPF,991001000889012,FELINO,MACHO,PEQUEÑO,false,B. UNIDOS
2110291-CMGF,978101081920112,CANINO,MACHO,GRANDE,false,FONTIBON
2110511-CHMF,978101081150112,CANINO,HEMBRA,MEDIANO,false,KENNEDY
2111731-CHGF,941000021371112,CANINO,HEMBRA,GRANDE,false,CHAPINERO
2111840-FMPF,900250000481112,FELINO,MACHO,PEQUEÑO,false,LOS MARTIRES
2113021-CHMF,941000021203112,CANINO,HEMBRA,MEDIANO,false,P. ARANDA
2113291-CMPF,978101081923112,CANINO,MACHO,PEQUEÑO,false,C. BOLIVAR
2114511-CHPF,978101081154112,CANINO,HEMBRA,PEQUEÑO,false,KENNEDY
2115311-CMGF,991001001135112,CANINO,MACHO,GRANDE,false,ENGATIVA
2117291-CHGF,978101081927112,CANINO,HEMBRA,GRANDE,false,C. BOLIVAR
2117501-FMGF,966000101057112,FELINO,MACHO,GRANDE,false,ENGATIVA
2117950-FHPF,900250000597112,FELINO,HEMBRA,PEQUEÑO,false,C. BOLIVAR
2118291-FMPF,978101081928112,FELINO,MACHO,PEQUEÑO,false,R. URIBE
2118950-CHPF,900250000598112,CANINO,HEMBRA,PEQUEÑO,false,KENNEDY
2119880-CHGF,991001000889112,CANINO,HEMBRA,GRANDE,false,SUBA
2120291-CHMT,978101081920212,CANINO,HEMBRA,MEDIANO,true,USAQUEN
2121731-CMMIF,941000021371212,CANINO,MACHO,MINIATURA,false,KENNEDY
2122101-FMPF,966000101012212,FELINO,MACHO,PEQUEÑO,false,SAN CRISTOBAL
2122901-CHMF,966000101092212,CANINO,HEMBRA,MEDIANO,false,BOSA
2123021-CHMF,941000021203212,CANINO,HEMBRA,MEDIANO,false,SUBA
2123391-CMPF,900032001933212,CANINO,MACHO,PEQUEÑO,false,USAQUEN
2123511-FMMF,978101081153212,FELINO,MACHO,MEDIANO,false,USME
2123840-CMMF,900250000483212,CANINO,MACHO,MEDIANO,false,BOSA
2124291-CMGF,978101081924212,CANINO,MACHO,GRANDE,false,KENNEDY
2124801-CHMF,978101081084212,CANINO,HEMBRA,MEDIANO,false,KENNEDY
2125901-CHGF,966000101095212,CANINO,HEMBRA,GRANDE,false,SUBA
2126950-FMMF,90025000596212,FELINO,MACHO,MEDIANO,false,USME
2127291-CHMF,978101081927212,CANINO,HEMBRA,MEDIANO,false,CHAPINERO
2127501-FHPF,966000101057212,FELINO,HEMBRA,PEQUEÑO,false,KENNEDY
2127950-FHPF,900250000597212,FELINO,HEMBRA,PEQUEÑO,false,C. BOLIVAR
2128220-CHMF,900182000228212,CANINO,HEMBRA,MEDIANO,false,CHAPINERO
2128291-CMGF,978101081928212,CANINO,MACHO,GRANDE,false,C. BOLIVAR
2128950-CMMF,900250000598212,CANINO,MACHO,MEDIANO,false,P. ARANDA
2129880-CHGF,991001000889212,CANINO,HEMBRA,GRANDE,false,USAQUEN
2130081-CMMIF,978101081800312,CANINO,MACHO,MINIATURA,false,SUBA
2130291-FHPF,978101081920312,FELINO,HEMBRA,PEQUEÑO,false,ENGATIVA
2131840-CMPF,900250000481312,CANINO,MACHO,PEQUEÑO,false,R. URIBE
2132081-CHMF,978101081802312,CANINO,HEMBRA,MEDIANO,false,SANTA FE
2132291-CMPF,978101081922312,CANINO,MACHO,PEQUEÑO,false,SANTA FE
2132501-CHPF,978101081052312,CANINO,HEMBRA,PEQUEÑO,false,BOSA
2132840-CMMIF,900250000482312,CANINO,MACHO,MINIATURA,false,C. BOLIVAR
2133001-FMPF,966000101003312,FELINO,MACHO,PEQUEÑO,false,ENGATIVA
2133021-CMMIF,941000021203312,CANINO,MACHO,MINIATURA,false,ENGATIVA
2134291-CMMF,978101081924312,CANINO,MACHO,MEDIANO,false,SUBA
2136291-CMMIF,978101081926312,CANINO,MACHO,MINIATURA,false,SUBA
2136950-CMMF,900250000596312,CANINO,MACHO,MEDIANO,false,C. BOLIVAR
2137291-CHMIF,978101081927312,CANINO,HEMBRA,MINIATURA,false,SUBA
2137431-CMGT,978101081347312,CANINO,MACHO,GRANDE,true,C. BOLIVAR
2137501-FHPF,966000101057312,FELINO,HEMBRA,PEQUEÑO,false,C. BOLIVAR
2137701-CMMIF,978101081077312,CANINO,MACHO,MINIATURA,false,SUBA
2138291-CHMF,978101081928312,CANINO,HEMBRA,MEDIANO,false,C. BOLIVAR
2138950-CHPF,900250000598312,CANINO,HEMBRA,PEQUEÑO,false,SUBA
2139001-CHMIF,966000101009312,CANINO,HEMBRA,MINIATURA,false,BOSA
2139501-CMMF,966000101059312,CANINO,MACHO,MEDIANO,false,TUNJUELITO
2139880-FHPF,991001000889312,FELINO,HEMBRA,PEQUEÑO,false,B. UNIDOS
2142511-CMMGF,978101081152412,CANINO,MACHO,MUY GRANDE,false,BOSA
2143001-FHMF,966000101003412,FELINO,HEMBRA,MEDIANO,false,SAN CRISTOBAL
2143021-CHGF,941000021203412,CANINO,HEMBRA,GRANDE,false,BOSA
2143321-CMPF,991001001233412,CANINO,MACHO,PEQUEÑO,false,ENGATIVA
2143801-FMPF,978101081083412,FELINO,MACHO,PEQUEÑO,false,USME
2145511-CMMT,978101081155412,CANINO,MACHO,MEDIANO,true,SUBA
2146291-CHMF,978101081926412,CANINO,HEMBRA,MEDIANO,false,FONTIBON
2146311-CMMF,966000101136412,CANINO,MACHO,MEDIANO,false,R. URIBE
2146950-CHPF,900250000596412,CANINO,HEMBRA,PEQUEÑO,false,USAQUEN
2147191-CHGF,978101081917412,CANINO,HEMBRA,GRANDE,false,SUBA
2147291-CHPF,978101081927412,CANINO,HEMBRA,PEQUEÑO,false,KENNEDY
2147950-FMPF,900250000597412,FELINO,MACHO,PEQUEÑO,false,C. BOLIVAR
2148291-FHGF,978101081928412,FELINO,HEMBRA,GRANDE,false,C. BOLIVAR
2148311-FMMF,966000101138412,FELINO,MACHO,MEDIANO,false,R. URIBE
2149311-FMMF,966009101139412,FELINO,MACHO,MEDIANO,false,SUBA
2151001-CMMF,966000101001512,CANINO,MACHO,MEDIANO,false,KENNEDY
2151840-CMMIF,900250000481512,CANINO,MACHO,MINIATURA,false,ENGATIVA
2152001-CHMF,966000101002512,CANINO,HEMBRA,MEDIANO,false,SAN CRISTOBAL
2152240-CHMF,900113000422512,CANINO,HEMBRA,MEDIANO,false,ENGATIVA
2152840-CMMIT,900250000482512,CANINO,MACHO,MINIATURA,true,USAQUEN
2153001-CMPF,966000101003512,CANINO,MACHO,PEQUEÑO,false,ENGATIVA
2153021-CMMIF,941000021203512,CANINO,MACHO,MINIATURA,false,A. NARINO
2153872-CHMF,941000012783512,CANINO,HEMBRA,MEDIANO,false,KENNEDY
2154291-CHMF,978101081924512,CANINO,HEMBRA,MEDIANO,false,USAQUEN
2155081-CMMF,978101081805512,CANINO,MACHO,MEDIANO,false,BOSA
2155390-CHMF,978101080935512,CANINO,HEMBRA,MEDIANO,false,KENNEDY
2156291-FMPF,978101081926512,FELINO,MACHO,PEQUEÑO,false,LOS MARTIRES
2156950-CHPF,900250000596512,CANINO,HEMBRA,PEQUEÑO,false,KENNEDY
2157291-FMPF,978101081927512,FELINO,MACHO,PEQUEÑO,false,R. URIBE
